"hypothesis","sample","model","problem","subproblem","covariance_step_run","minimization_successful","covariance_step_successful","covariance_step_warnings","estimate_near_boundary","rounding_errors","zero_gradients","final_zero_gradients","hessian_reset","s_matrix_singular","significant_digits","condition_number","est_methods","model_run_time","subprob_est_time","subprob_cov_time","ofv","POP_V2","POP_V3","POP_Q","POP_KA","POP_CL","POP_CLCLCR","POP_CLBR","IIV_V2","IIV_CL_IIV_V2","IIV_CL","IIV_V3","IIV_KA","sigma","sePOP_V2","sePOP_V3","sePOP_Q","sePOP_KA","sePOP_CL","sePOP_CLCLCR","sePOP_CLBR","seIIV_V2","seIIV_CL_IIV_V2","seIIV_CL","seIIV_V3","seIIV_KA","sesigma","shrinkage_eta1(%)","shrinkage_eta2(%)","shrinkage_eta3(%)","shrinkage_eta4(%)","shrinkage_iwres(%)","EI1","EI2","EI3","EI4","EI5","EI6","EI7","EI8","EI9","EI10","EI11","EI12","EI13"
simulation,1,1,1,1,1,1,1,0,0,0,0,0,0,0,3,3.39287,FOCE_I,NA,197.2,244.71,-20948.219123690385,643.243,1925.23,22.6786,0.792556,19.3616,0.00133859,0.0904666,0.0399763,0.0116815,0.0374941,0.0386267,0.0197159,0.00252729,9.29727,31.1116,0.211902,0.0180491,0.165139,0.000196349,0.0107298,0.0046142,0.00272285,0.00222743,0.00634479,0.00649646,8.2827e-05,NA,NA,NA,NA,NA,0.470737,0.523499,0.680616,0.783629,0.853347,0.922571,0.958918,0.991767,1.0263,1.18332,1.45956,1.54859,1.59715
simulation,2,2,1,1,1,1,1,0,0,0,0,0,0,0,3.6,3.04365,FOCE_I,NA,195.97,251.67,-20817.137870097529,617.385,1920.44,22.874,0.716469,19.464,0.00119464,0.089381,0.0420077,0.00461137,0.0363805,0.0380439,0.0431423,0.00248676,9.39281,31.3106,0.216958,0.0189013,0.164566,0.000195411,0.0108935,0.00502703,0.00284853,0.00218213,0.00731113,0.011029,8.44837e-05,NA,NA,NA,NA,NA,0.529944,0.644235,0.683611,0.734354,0.868555,0.876124,0.932854,1.00556,1.02809,1.2517,1.34669,1.48531,1.61297
simulation,3,3,1,1,1,1,1,0,0,0,0,0,0,0,3.9,2.86945,FOCE_I,NA,191.57,256.97,-20703.489864940406,638.629,1939.84,22.7996,0.784138,19.1905,0.00126005,0.108377,0.0405051,0.00692722,0.0403731,0.0446271,0.0320948,0.00249981,9.50377,32.4788,0.221354,0.0191616,0.170928,0.000206194,0.0123331,0.00468212,0.00281071,0.0023997,0.00745256,0.00865733,8.40632e-05,NA,NA,NA,NA,NA,0.532989,0.649322,0.702029,0.757595,0.861608,0.887888,0.941846,1.01732,1.08511,1.25057,1.35234,1.43201,1.52939
simulation,4,4,1,1,1,1,1,0,0,0,0,0,0,0,3.3,3.02775,FOCE_I,NA,205.46,250.2,-20736.179091842725,616.48,1933.62,22.8502,0.734902,19.2075,0.00121999,0.101056,0.0359877,0.00815554,0.0407095,0.0346878,0.039573,0.00239128,8.82401,30.4873,0.220011,0.0182719,0.171032,0.000204087,0.0119757,0.00418182,0.00271472,0.00241441,0.0061934,0.00838903,7.89784e-05,NA,NA,NA,NA,NA,0.520683,0.614597,0.703679,0.774471,0.858746,0.876346,0.934339,0.990841,1.03457,1.25137,1.35021,1.51364,1.5765
simulation,5,5,1,1,1,1,1,0,0,0,0,0,0,0,3.3,3.01153,FOCE_I,NA,203.57,250.82,-20779.932234174430,627.881,1937.7,23.2456,0.732456,19.2874,0.00148299,0.118722,0.0427135,0.0077128,0.0391238,0.0337032,0.0377963,0.00254607,9.49825,30.8779,0.22538,0.0180777,0.16919,0.000204429,0.0126779,0.00514612,0.00287941,0.00233048,0.00671233,0.0089909,8.53085e-05,NA,NA,NA,NA,NA,0.509821,0.609237,0.711717,0.734583,0.845192,0.8701,0.953139,1.01714,1.06571,1.28754,1.38233,1.47815,1.53534
simulation,6,6,1,1,1,1,1,0,0,0,0,0,0,0,3.8,3.12538,FOCE_I,NA,216.45,253.61,-20731.340954308915,630.367,1874.18,22.7686,0.727968,19.2765,0.00125116,0.0876871,0.0403366,0.00916173,0.0357911,0.0433527,0.02431,0.00255481,9.34841,31.7098,0.220484,0.0169553,0.16103,0.000192619,0.0103706,0.00495709,0.00269502,0.00214263,0.00781028,0.00772558,8.60207e-05,NA,NA,NA,NA,NA,0.500643,0.573751,0.691068,0.726824,0.847569,0.877315,0.939287,1.01286,1.07395,1.25668,1.42953,1.50582,1.5647
simulation,7,7,1,1,1,1,1,0,0,0,0,0,0,0,3.3,2.73449,FOCE_I,NA,213.41,254.23,-20925.939932802892,631.65,1848.74,22.9514,0.751884,19.4291,0.00181175,0.0969178,0.0441059,0.00635745,0.0409781,0.0416155,0.0363607,0.00241112,9.51361,30.825,0.220275,0.0186549,0.173047,0.000212388,0.0120306,0.0050231,0.00284526,0.00241149,0.00667622,0.00860652,7.93713e-05,NA,NA,NA,NA,NA,0.547423,0.658835,0.719157,0.811197,0.858646,0.931538,0.958678,1.00235,1.06075,1.19467,1.32621,1.43362,1.49693
simulation,8,8,1,1,1,1,1,0,0,0,0,0,0,0,3.4,3.3732,FOCE_I,NA,192.56,249.67,-20875.072395284351,620.925,1884.2,23.0095,0.738309,19.6435,0.0013324,0.112581,0.0368119,0.0106366,0.0379759,0.0352445,0.0467421,0.00261738,8.9724,30.8568,0.233733,0.0193151,0.169621,0.000196764,0.0120418,0.00448829,0.0027463,0.00226335,0.00659287,0.0113851,8.69782e-05,NA,NA,NA,NA,NA,0.473104,0.52762,0.713379,0.758063,0.85336,0.881837,0.954638,1.00436,1.03472,1.24498,1.43244,1.52563,1.59588
simulation,9,9,1,1,1,1,1,0,0,0,0,0,0,0,3.5,2.82288,FOCE_I,NA,198.79,241.79,-20780.593175083421,624.572,1874.07,22.5197,0.766381,19.363,0.00124066,0.0811757,0.0360172,0.00749103,0.0418792,0.0268094,0.0292357,0.0025081,8.82178,28.5924,0.222789,0.0180519,0.17343,0.000205563,0.0110362,0.00414631,0.00276676,0.00247338,0.00646356,0.00784551,8.43187e-05,NA,NA,NA,NA,NA,0.53135,0.618705,0.692134,0.707308,0.861862,0.896267,0.955147,0.985936,1.03997,1.35817,1.40424,1.44897,1.49994
simulation,10,10,1,1,1,1,1,0,0,0,0,0,0,0,3.7,2.92485,FOCE_I,NA,195.09,248.71,-20922.674853384080,657.075,1908.23,23.1408,0.768903,19.2995,0.00149279,0.0802861,0.0331987,0.00781903,0.0365596,0.0417197,0.0331238,0.0024145,9.06485,31.3596,0.235699,0.0188773,0.163545,0.000196171,0.010946,0.00401467,0.00262491,0.00217917,0.00696717,0.00797202,7.98404e-05,NA,NA,NA,NA,NA,0.525112,0.594815,0.701747,0.774529,0.843038,0.884794,0.961977,0.999092,1.05661,1.23613,1.43209,1.45418,1.53587
simulation,11,11,1,1,1,1,1,0,0,0,0,0,0,0,3.2,2.70244,FOCE_I,NA,201.55,250.78,-20798.712064976280,637.646,1888.25,23.0528,0.774698,19.5627,0.00132876,0.0910482,0.0439528,0.00547939,0.0395611,0.0408257,0.0363203,0.00258975,9.69817,31.8293,0.23595,0.0196588,0.172033,0.000205648,0.0116024,0.00508995,0.00289178,0.00234505,0.00681358,0.00955641,8.61639e-05,NA,NA,NA,NA,NA,0.554814,0.657073,0.698809,0.770693,0.866055,0.914276,0.953942,1.00919,1.07032,1.22852,1.33812,1.43883,1.49935
simulation,12,12,1,1,1,1,1,0,0,0,0,0,0,0,3.6,2.73603,FOCE_I,NA,198.18,257.07,-20744.810447487027,621.931,1958.82,22.8131,0.762102,19.0938,0.00144881,0.104505,0.035378,0.00365312,0.0387439,0.0587837,0.0459558,0.00251391,8.95997,34.5595,0.209888,0.0201669,0.166977,0.000205556,0.012117,0.0043314,0.00274002,0.00232032,0.00806949,0.0113105,8.37203e-05,NA,NA,NA,NA,NA,0.542015,0.677257,0.700215,0.792022,0.881709,0.917215,0.949628,1.01623,1.11899,1.18797,1.29732,1.43647,1.48297
simulation,13,13,1,1,1,1,1,0,0,0,0,0,0,0,3,2.88692,FOCE_I,NA,194.77,258.2,-21032.625393452599,631.104,1903.18,22.9232,0.731154,19.4048,0.00145444,0.0893479,0.0354609,0.00616058,0.0378205,0.0406045,0.0162155,0.00241343,8.79634,31.4262,0.229027,0.0151297,0.166842,0.000202337,0.0114375,0.00420387,0.00264626,0.00225062,0.00691071,0.00570251,8.05525e-05,NA,NA,NA,NA,NA,0.528982,0.630545,0.690334,0.75904,0.856332,0.867435,0.944722,0.996627,1.05043,1.28917,1.37326,1.486,1.52713
simulation,14,14,1,1,1,1,1,0,0,0,0,0,0,0,3.8,2.77822,FOCE_I,NA,189.15,257.32,-20981.574820298454,628.708,1913.66,22.6538,0.779989,19.427,0.00137194,0.11699,0.043818,0.00436699,0.0372854,0.0318782,0.0471514,0.00252117,9.60304,30.0871,0.214421,0.0211898,0.166463,0.000200213,0.0122394,0.00499623,0.0028694,0.00223241,0.00681214,0.0102707,8.46114e-05,NA,NA,NA,NA,NA,0.542539,0.673482,0.701491,0.739303,0.858139,0.884392,0.963782,1.00629,1.05037,1.27096,1.31558,1.48638,1.50729
simulation,15,15,1,1,1,1,1,0,0,0,0,0,0,0,3.5,2.89104,FOCE_I,NA,186.2,245.91,-20824.843314760885,644.672,1918.71,22.9833,0.74655,19.1315,0.00132904,0.086316,0.0352853,0.00580406,0.0400395,0.0310647,0.0381677,0.00248085,9.19933,29.6665,0.218635,0.0190379,0.168504,0.000202089,0.011203,0.00448939,0.00275001,0.00238037,0.00659174,0.00993718,8.28688e-05,NA,NA,NA,NA,NA,0.531024,0.633419,0.697161,0.75651,0.853616,0.867338,0.948739,0.995232,1.11071,1.26414,1.32267,1.48422,1.53521
simulation,16,16,1,1,1,1,1,0,0,0,0,0,0,0,3.3,2.92342,FOCE_I,NA,207.98,253.3,-20809.088510889418,641.303,1877.18,22.9939,0.776222,19.2576,0.00135459,0.104438,0.0327537,0.00622053,0.0381758,0.0373109,0.0646878,0.00246195,9.02292,30.4758,0.228568,0.022652,0.16734,0.000204044,0.0122619,0.00438954,0.00274513,0.00228412,0.00669727,0.0148883,8.20696e-05,NA,NA,NA,NA,NA,0.525947,0.595471,0.70389,0.745756,0.845789,0.858441,0.93949,0.995408,1.14174,1.22928,1.38293,1.49829,1.53757
simulation,17,17,1,1,1,1,1,0,0,0,0,0,0,0,3.5,2.93492,FOCE_I,NA,197.5,250.95,-20835.399509732772,640.12,1937.91,22.7442,0.732415,19.3041,0.00146558,0.0844176,0.0325538,0.00714736,0.0394801,0.0357787,0.0520421,0.00252751,9.01628,31.045,0.22598,0.019936,0.168753,0.000204894,0.0109821,0.00416065,0.00278645,0.00234794,0.0069729,0.0114146,8.53007e-05,NA,NA,NA,NA,NA,0.520499,0.598774,0.699805,0.723077,0.87056,0.880351,0.948898,0.998279,1.06958,1.28016,1.40375,1.47864,1.52762
simulation,18,18,1,1,1,1,1,0,0,0,0,0,0,0,3.7,2.73914,FOCE_I,NA,189.14,250.41,-20836.617167234963,636.915,1912.67,22.6444,0.777639,19.3466,0.00117611,0.0926265,0.036059,0.00471253,0.0381836,0.0290909,0.0518545,0.0024285,9.08378,29.3384,0.213809,0.0210894,0.167025,0.000199889,0.0113153,0.004496,0.00267459,0.00226559,0.00592852,0.0114893,8.025e-05,NA,NA,NA,NA,NA,0.551466,0.648844,0.703065,0.773006,0.857291,0.895947,0.943609,0.994912,1.0986,1.24023,1.34071,1.44179,1.51054
simulation,19,19,1,1,1,1,1,0,0,0,0,0,0,0,3.3,2.74953,FOCE_I,NA,214.23,264.74,-20812.061727966422,638.413,1916.32,22.973,0.746435,19.5021,0.00133728,0.0918429,0.0420582,0.00561244,0.0381537,0.0541038,0.0572235,0.00241867,9.65972,33.6363,0.219707,0.0207657,0.168869,0.000199973,0.011554,0.00492405,0.00286344,0.00228022,0.0087376,0.0117779,8.19314e-05,NA,NA,NA,NA,NA,0.542642,0.661539,0.712865,0.755522,0.86295,0.907665,0.945614,1.00172,1.07684,1.27754,1.33886,1.42424,1.49201
simulation,20,20,1,1,1,1,1,0,0,0,0,0,0,0,4.1,3.03763,FOCE_I,NA,195.27,252.85,-20852.692728099402,635.622,1925.24,22.6847,0.782704,19.354,0.00116524,0.0867614,0.0414861,0.0101804,0.0398401,0.0385046,0.0336481,0.00247279,9.40518,31.6133,0.223048,0.0190751,0.170464,0.000201117,0.0111273,0.00477425,0.00288478,0.00236666,0.00645296,0.00908131,8.18865e-05,NA,NA,NA,NA,NA,0.50631,0.592001,0.719087,0.76466,0.835984,0.877161,0.961468,1.00104,1.09485,1.2503,1.39771,1.46145,1.53798
simulation,21,21,1,1,1,1,1,0,0,0,0,0,0,0,3.4,3.07448,FOCE_I,NA,195.31,247.57,-20843.463000513319,619.469,1950.61,22.9311,0.762415,19.0728,0.00101848,0.0914366,0.0378183,0.00888187,0.0402853,0.0322222,0.0236035,0.00246823,8.8256,29.8016,0.216501,0.0169402,0.169689,0.000202095,0.0120866,0.00430645,0.00287808,0.00238182,0.00585937,0.00606309,8.11634e-05,NA,NA,NA,NA,NA,0.49532,0.601984,0.713196,0.779887,0.859719,0.917454,0.973111,1.00418,1.02672,1.21651,1.41342,1.47565,1.52285
simulation,22,22,1,1,1,1,1,0,0,0,0,0,0,0,3.4,3.45568,FOCE_I,NA,190.41,244.39,-20751.236483280376,628.534,1921.12,22.6932,0.735124,19.2336,0.00141943,0.104589,0.0297285,0.0111941,0.0436293,0.0270058,0.0277359,0.00263274,8.40869,29.5062,0.215025,0.0172673,0.176226,0.000210428,0.012229,0.00386327,0.00279119,0.00257784,0.00565745,0.00784925,8.60651e-05,NA,NA,NA,NA,NA,0.464266,0.529328,0.708971,0.750503,0.838197,0.868659,0.972985,1.00082,1.07533,1.22274,1.4483,1.51555,1.60435
simulation,23,23,1,1,1,1,1,0,0,0,0,0,0,0,3.2,3.0285,FOCE_I,NA,206.98,249.64,-20906.596748145595,631.404,1934.61,22.9142,0.746748,19.3245,0.00121568,0.107783,0.0319615,0.00738407,0.0408214,0.0304899,0.0421431,0.00254973,8.72113,29.8982,0.224623,0.0191981,0.172605,0.000205964,0.0124064,0.00393105,0.00249519,0.00240027,0.0062098,0.00901101,8.39992e-05,NA,NA,NA,NA,NA,0.504496,0.617011,0.69244,0.773113,0.852712,0.922309,0.953641,0.981279,1.07088,1.22944,1.37192,1.5029,1.52787
simulation,24,24,1,1,1,1,1,0,0,0,0,0,0,0,3.4,2.88164,FOCE_I,NA,187.51,257.29,-20686.084727628357,615.368,1901.56,23.0426,0.734228,19.1813,0.00142539,0.0851304,0.0424939,0.00616087,0.040898,0.0527543,0.027524,0.00241678,9.23416,32.8451,0.222971,0.0172665,0.171127,0.000208317,0.011442,0.00491107,0.00295277,0.00245299,0.0080359,0.00757787,8.0797e-05,NA,NA,NA,NA,NA,0.543371,0.649001,0.684683,0.764121,0.862039,0.90361,0.931902,1.01608,1.0374,1.21934,1.33289,1.48977,1.5658
simulation,25,25,1,1,1,1,1,0,0,0,0,0,0,0,3.7,2.72737,FOCE_I,NA,182.48,247.11,-20594.450310802444,644.185,1918.57,22.5136,0.730305,19.2041,0.00120767,0.0973588,0.0384783,0.00294067,0.0401747,0.039429,0.0321929,0.002553,9.43778,31.6011,0.22426,0.0178098,0.171448,0.00020485,0.0123283,0.00465678,0.00302045,0.00240083,0.00698047,0.00943771,8.4908e-05,NA,NA,NA,NA,NA,0.561603,0.672202,0.689033,0.774708,0.842678,0.916156,0.943386,1.00423,1.0693,1.26959,1.28645,1.43897,1.5317
simulation,26,26,1,1,1,1,1,0,0,0,0,0,0,0,3.2,2.87748,FOCE_I,NA,207.38,256.58,-20874.355170446714,619.941,1939.5,22.9197,0.754936,19.2164,0.00116343,0.100042,0.0395857,0.00812645,0.0391484,0.039484,0.0320268,0.00238425,8.99062,30.9359,0.209397,0.0180195,0.168539,0.000200101,0.0120066,0.00474933,0.00284298,0.00234103,0.00720637,0.00818849,8.05442e-05,NA,NA,NA,NA,NA,0.52707,0.581562,0.71381,0.733361,0.856001,0.909514,0.964339,1.00397,1.04872,1.25613,1.40699,1.4819,1.51663
simulation,27,27,1,1,1,1,1,0,0,0,0,0,0,0,3.1,2.90244,FOCE_I,NA,194.23,253.48,-20900.512189770201,625.02,1920.57,22.8815,0.709136,19.3015,0.00123885,0.0859541,0.04389,0.00787177,0.0379737,0.0435462,0.029358,0.00237001,9.42809,31.6369,0.210418,0.0162335,0.166674,0.000200484,0.0112477,0.00507497,0.00285531,0.0022572,0.00736801,0.00793297,7.96649e-05,NA,NA,NA,NA,NA,0.52667,0.622059,0.715165,0.756053,0.846763,0.906976,0.975122,0.996629,1.05969,1.24566,1.40308,1.41751,1.52863
simulation,28,28,1,1,1,1,1,0,0,0,0,0,0,0,3.4,3.52392,FOCE_I,NA,193.14,252.11,-20818.569625432763,626.854,1925.53,23.1913,0.730456,19.5592,0.00120241,0.089611,0.0400717,0.0119956,0.039528,0.0398274,0.0425621,0.00251097,9.29381,31.7593,0.222214,0.0188464,0.171668,0.000200488,0.0112798,0.00486367,0.00296561,0.00234208,0.00715697,0.00977399,8.44131e-05,NA,NA,NA,NA,NA,0.457944,0.516498,0.720793,0.738721,0.864842,0.873851,0.955527,1.01573,1.03536,1.25862,1.44272,1.50563,1.61376
simulation,29,29,1,1,1,1,1,0,0,0,0,0,0,0,3.2,3.04594,FOCE_I,NA,196.29,248.12,-20925.486777586833,621.828,1888.3,23.0233,0.74493,19.4054,0.00152014,0.100661,0.041598,0.00747636,0.0370851,0.0371966,0.0505199,0.00246838,9.37134,30.6131,0.222134,0.019931,0.166167,0.000199422,0.0119396,0.00485883,0.00287034,0.00220708,0.00642369,0.011117,8.19981e-05,NA,NA,NA,NA,NA,0.502973,0.627954,0.710905,0.777617,0.849353,0.904442,0.964099,1.00921,1.06042,1.22422,1.38834,1.44844,1.53203
simulation,30,30,1,1,1,1,1,0,0,0,0,0,0,0,3.5,3.67017,FOCE_I,NA,192.05,240.8,-20909.971202987876,613.349,1940.4,22.776,0.784279,19.2754,0.00170269,0.101537,0.0379491,0.0119316,0.038717,0.031256,0.0212294,0.0025389,8.67036,30.5199,0.220509,0.0173755,0.167904,0.000202238,0.0120363,0.00439842,0.00281701,0.00229592,0.00637,0.0069058,8.41223e-05,NA,NA,NA,NA,NA,0.447488,0.51394,0.71496,0.732004,0.846922,0.848593,0.971703,0.981292,1.02355,1.32281,1.40854,1.54585,1.64236
simulation,31,31,1,1,1,1,1,0,0,0,0,0,0,0,3.2,2.84916,FOCE_I,NA,179.34,243.01,-20685.049919609155,640.046,2007.74,22.5982,0.755044,19.2318,0.00106378,0.105815,0.0340189,0.00680587,0.0427574,0.0297581,0.0445354,0.00263967,9.07439,31.1504,0.212609,0.0199694,0.175737,0.000209176,0.0123429,0.004212,0.00290428,0.00253697,0.00593212,0.00997734,8.70677e-05,NA,NA,NA,NA,NA,0.529795,0.631753,0.693575,0.760572,0.865166,0.892909,0.968452,0.989706,1.08201,1.22176,1.37596,1.47888,1.50947
simulation,32,32,1,1,1,1,1,0,0,0,0,0,0,0,3.3,3.04437,FOCE_I,NA,211.16,266.85,-20918.052236854059,633.367,1935.97,22.6614,0.723663,19.4994,0.00141677,0.105409,0.0367218,0.00850408,0.0376108,0.0503933,0.0419012,0.00250451,9.07305,33.4885,0.214668,0.0181697,0.168372,0.000200368,0.0122225,0.00444083,0.0026923,0.00223628,0.00803572,0.00994121,8.31471e-05,NA,NA,NA,NA,NA,0.508255,0.572082,0.707186,0.774768,0.855344,0.90724,0.960863,0.978645,1.08898,1.2022,1.41615,1.48097,1.54732
simulation,33,33,1,1,1,1,1,0,0,0,0,0,0,0,3.2,3.09842,FOCE_I,NA,203.48,262.73,-20807.609813849929,617.98,1901.09,22.7596,0.776801,19.5541,0.00127443,0.0780047,0.036554,0.00850233,0.0349908,0.0525759,0.0259438,0.00256151,8.73367,33.7965,0.225706,0.0182188,0.162299,0.000191035,0.0102861,0.00445815,0.00267839,0.00211768,0.00852988,0.00892883,8.71743e-05,NA,NA,NA,NA,NA,0.515438,0.547381,0.689573,0.717732,0.834174,0.883525,0.969856,1.01706,1.04229,1.2644,1.41081,1.51073,1.59704
simulation,34,34,1,1,1,1,1,0,0,0,0,0,0,0,3.1,4.13832,FOCE_I,NA,196.63,247.54,-20872.379305329629,622.06,1929.48,23.1272,0.775633,19.4251,0.00119817,0.104902,0.0425686,0.0152034,0.0409822,0.0329719,0.0330911,0.00247302,9.10288,30.0172,0.222015,0.0188246,0.173113,0.000197942,0.0118177,0.00482443,0.00296748,0.00243607,0.00621757,0.00878644,8.18236e-05,NA,NA,NA,NA,NA,0.415081,0.493758,0.73272,0.760399,0.84299,0.857141,0.978099,0.984105,1.05844,1.24026,1.38654,1.53272,1.71774
simulation,35,35,1,1,1,1,1,0,0,0,0,0,0,0,3.3,3.0199,FOCE_I,NA,190.37,252.46,-20973.877593319354,630.256,1970.49,22.7251,0.771853,19.1634,0.00129893,0.110373,0.0344188,0.00851547,0.0386005,0.0478531,0.0358085,0.00235279,8.79493,32.5185,0.209282,0.0187411,0.167132,0.000200333,0.0122034,0.00421487,0.00265183,0.00229158,0.00733934,0.00884365,7.91371e-05,NA,NA,NA,NA,NA,0.508756,0.580526,0.716489,0.764119,0.841995,0.919036,0.960176,1.01113,1.02575,1.22402,1.42077,1.49084,1.53639
simulation,36,36,1,1,1,1,1,0,0,0,0,0,0,0,3.6,2.87354,FOCE_I,NA,201.55,244.87,-20641.625496391018,637.186,1937.53,22.7303,0.779344,19.1257,0.00134466,0.101995,0.0362907,0.00535719,0.0380053,0.0329808,0.0348026,0.00260515,9.18712,31.0353,0.21986,0.0198399,0.16576,0.000199671,0.0120724,0.00450736,0.00280575,0.00226713,0.00670356,0.0090632,8.72983e-05,NA,NA,NA,NA,NA,0.536073,0.619864,0.694332,0.726579,0.870211,0.879457,0.944243,0.990528,1.06183,1.2726,1.36589,1.49797,1.54042
simulation,37,37,1,1,1,1,1,0,0,0,0,0,0,0,3.3,2.90261,FOCE_I,NA,208.77,252.81,-20870.888117778995,641.657,1852.49,22.6218,0.747065,19.3699,0.000933136,0.107473,0.042846,0.00730337,0.0387108,0.0361751,0.0364019,0.00238216,9.60633,29.8371,0.217349,0.0186043,0.168791,0.000196018,0.011981,0.00487635,0.00280183,0.00229314,0.00750536,0.0091543,8.09905e-05,NA,NA,NA,NA,NA,0.522748,0.625951,0.694143,0.713215,0.851388,0.914981,0.957283,0.993267,1.06685,1.30392,1.40647,1.43245,1.51733
simulation,38,38,1,1,1,1,1,0,0,0,0,0,0,0,3.4,2.85779,FOCE_I,NA,198.34,253.76,-20806.018573812471,629.796,1896.69,22.7191,0.736775,19.4619,0.00100473,0.0998814,0.0387148,0.00619312,0.0375459,0.0317837,0.0385296,0.00256664,9.25673,30.189,0.231354,0.0183975,0.167531,0.000195806,0.0115146,0.00474686,0.00289818,0.00224701,0.00656589,0.00962674,8.583e-05,NA,NA,NA,NA,NA,0.531946,0.624287,0.702647,0.745629,0.849384,0.902238,0.938465,1.007,1.04271,1.2636,1.40117,1.47073,1.52019
